doc_name,index,content
08_中国博士后科学基金.txt,中国博士后科学基金 数智驱动 社交媒体 信息疫情 风险测度 预警机制 研究 张帅 融合 人机交互 技术 多模态 失真 健康 信息识别 传播 干预 张庆,"序号	立项时间	项目来源	项目类别	项目名称	项目负责人
1	2023年	中国博士后科学基金	面上项目	数智驱动的社交媒体信息疫情风险测度与预警机制研究	张帅
2	2023年	中国博士后科学基金	面上项目	融合人机交互技术的多模态失真健康信息识别和传播干预的研究	张庆"
07_中国博士后基金项目.txt,中国博士后基金项目 面上项目 信息生态系统演化 信息资源优化配置 陈明红 面向学科领域 网络信息资源 深度聚合 导航机制 宋琳琳 政府门户网站 用户认知模型 李海涛 基于个人信息世界理论 城市图书馆体系化服务模式 周文杰 中美书缘 钱存训学术思想研究 周余姣 社会化网络学习轨迹 学习体验提升 孟召坤 科研项目 团队间风险认知差异 协同信息行为 宋昊阳,"序号	立项时间	项目来源	项目类别	项目名称	项目负责人
1	2012年	中国博士后基金项目	面上项目	信息生态系统演化中的信息资源优化配置研究	陈明红
2	2013年	中国博士后基金项目	面上项目	面向学科领域的网络信息资源深度聚合与导航机制研究	宋琳琳
3	2013年	中国博士后基金项目	面上项目	政府门户网站用户认知模型的构建测评研究	李海涛
4	2015年	中国博士后基金项目	面上项目	基于个人信息世界理论的城市图书馆体系化服务模式研究	周文杰
5	2016年	中国博士后基金项目	面上项目	中美书缘---钱存训学术思想研究	周余姣
6	2020年	中国博士后基金项目	面上项目	社会化网络学习轨迹呈现与学习体验提升研究	孟召坤
7	2020年	中国博士后基金项目	面上项目	科研项目中团队间风险认知差异对协同信息行为的影响研究	宋昊阳"
06_国家民委科研项目.txt,国家民委 少数民族 特色 村寨 数字化 保护 理论 方法 应用 肖鹏,"序号	立项时间	项目来源	项目类别	项目名称	项目负责人
1	2020年	国家民委科研项目	青年项目 	少数民族特色村寨数字化保护的理论、方法与应用	肖鹏
"
02_国家社会科学基金项目.txt,"\t
国家社会科学基金 重大项目 非物质文化遗产 数字信息资源管理  近代广东海关档案文献 整理 数据库建设 古籍保护 学科建设 理论体系 粤港澳大湾区 建设 国际科创中心 知识产权情报保障 科研成果 社会影响 评价体系 提升策略 重点项目 中国图书馆学史 专题研究 智慧公共文化服务 云平台优化 青年项目 公民权视域 社会弱势群体 公共信息服务权益 公私伙伴关系 公益性信息服务组织 运行机制 基于书目框架 图书编目 变革 创新 面向档案公共服务 档案法规体系 体系建设 20世纪 中国女性图书馆学家思想 国家数据治理 背景 档案数据治理 融入路径 战略性新兴产业 企业专利价值 识别 评价 一般项目 推进公共数字文化建设 版权策略 新型网络环境 学术期刊 影响力 计量分析 评价 面向用户感知效用 在线评论 质量 评价 控制 中国图书馆技术史 未成年人 公共文化服务 文化治理功能 机制 模式 立国北平图书馆学人群体 研究 社交媒体 学术交流行为模式 优化策略 基于 科学 创新 驱动 新兴技术生成 机理 促进政策 公共图书馆 影响力评价 体系 构建实证研究 知识发现 科研人员老龄化 现象 演化规律 成因分析 副省级市 档案社会存管服务 供给侧改革 数字人文 图像文本资源 语义化建设 开放图谱构建 科技人才评价理论 方法体系 实现机制 创新 全民信息素养框架 构建提升策略 图书馆编目数据化 理论实践 情感体验 视角 社交网络用户 中辍行为 科技论文 创新 质量 微观测度 应用 高质量发展 背景 图书情报技术史 高中生一体化 数字素养教育 内容框架 实施路径 文化遗产 多模态数据 知识表示模型 智慧系统构建 政府门户网站 公众满意度 概念模型 中国共产党历史知识图谱 知识索引构建","序号	立项时间	项目来源	项目类别	项目名称	项目负责人
1	2013年	国家社会科学基金 	重大项目 	基于特定领域的网络资源和知识组织与导航机制研究	曹树金 
2	2016年	国家社会科学基金 	重大项目 	非物质文化遗产数字信息资源管理研究—以分类存储和语义检索为中心	程焕文 
3	2017年	国家社会科学基金 	重大项目 	近代广东海关档案文献整理和数据库建设研究	陈永生
4	2019年	国家社会科学基金 	重大项目 	古籍保护学科建设与理论体系研究	张靖
5	2021年	国家社会科学基金 	重大项目 	粤港澳大湾区建设国际科创中心知识产权情报保障研究	韦景竹
6	2023年	国家社会科学基金	重大项目	科研成果社会影响的评价体系与提升策略研究	张洋
7	2013年	国家社会科学基金 	重点项目 	中国图书馆学史专题研究 	程焕文 
8	2018年	国家社会科学基金 	重点项目 	智慧公共文化服务及云平台优化研究	韦景竹
9	2012年	国家社会科学基金 	青年项目	公民权视域的社会弱势群体公共信息服务权益研究	张靖 
10	2013年	国家社会科学基金 	青年项目	基于公私伙伴关系的公益性信息服务组织与运行机制研究	聂勇浩 
11	2014年	国家社会科学基金 	青年项目	基于书目框架的图书编目变革与创新研究	宋琳琳 
12	2015年	国家社会科学基金 	青年项目	面向档案公共服务的档案法规体系建设研究	周旖
13	2020年	国家社会科学基金 	青年项目	20世纪中国女性图书馆学家思想研究	刘菡
14	2023年	国家社会科学基金	青年项目	国家数据治理背景下档案数据治理的融入路径研究	杨茜茜
15	2023年	国家社会科学基金	青年项目	面向战略性新兴产业的企业专利价值识别与评价研究	李丹阳
16	2012年	国家社会科学基金 	一般项目	推进公共数字文化建设版权策略研究 	韦景竹 
17	2014年	国家社会科学基金 	一般项目	新型网络环境下学术期刊影响力的计量分析与评价研究	张洋 
18	2015年	国家社会科学基金 	一般项目	面向用户感知效用的在线评论的质量评价与控制研究	聂卉 
19	2017年	国家社会科学基金 	一般项目	中国图书馆技术史研究（1974—）	陈定权
20	2017年	国家社会科学基金 	一般项目	未成年人公共文化服务的文化治理功能、机制与模式研究	张靖 
21	2017年	国家社会科学基金 	一般项目	国立北平图书馆学人群体研究	周余姣
22	2017年	国家社会科学基金 	一般项目	基于社交媒体的学术交流行为模式及优化策略研究	李晶
23	2017年	国家社会科学基金 	一般项目	“基于科学的创新”驱动新兴技术生成的机理及其促进政策研究	侯剑华
24	2018年	国家社会科学基金 	一般项目	公共图书馆影响力评价之体系构建与实证研究	唐琼
25	2018年	国家社会科学基金 	一般项目	基于知识发现的科研人员老龄化现象、演化规律及成因分析	徐健
26	2019年	国家社会科学基金 	一般项目	我国副省级市档案社会存管服务供给侧改革研究	李海涛
27	2019年	国家社会科学基金 	一般项目	数字人文中图像文本资源的语义化建设与开放图谱构建研究	陈涛
28	2020年	国家社会科学基金 	一般项目	我国科技人才评价理论、方法体系与实现机制的创新研究	张洋
29	2020年	国家社会科学基金 	一般项目	基于多源数据的情报学新兴趋势探测研究	黄晓斌
30	2020年	国家社会科学基金 	一般项目	全民信息素养框架构建与提升策略研究	潘燕桃
31	2020年	国家社会科学基金 	一般项目	图书馆编目数据化的理论与实践研究	宋琳琳
32	2021年	国家社会科学基金 	一般项目	情感体验视角下社交网络用户的中辍行为研究	甘春梅
33	2022年	国家社会科学基金 	一般项目	科技论文创新质量的微观测度及应用研究	李晶
34	2022年	国家社会科学基金 	一般项目	高质量发展背景下图书馆负责任创新的理论与实践研究	肖鹏
35	2023年	国家社会科学基金 	一般项目	中国图书情报技术史研究（1974—）	陈定权
36	2023年	国家社会科学基金 	一般项目	大中小学一体化数字素养教育内容框架与实施路径研究	余维杰
37	2023年	国家社会科学基金 	一般项目	文化遗产多模态数据知识表示模型及智慧系统构建研究	陈涛
38	2016年	国家社会科学基金	后期资助项目	政府门户网站公众满意度概念模型研究	李海涛
39	2021年	国家社会科学基金 	学术社团项目	中国共产党历史知识图谱与知识索引构建研究	曹树金"
院长助理.txt,彭国超 院长助理 社会服务 人才引进 国际合作与交流 李晶 院长助理 研究生教育 招生 MLIS主任,"图片链接	链接	姓名	职务	职责	邮箱跳转链接	联系方式
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E7%BB%84%E7%BB%876.jpg	http://dpcms8.sysu.edu.cn/ischool-live/cn/content/%E5%BD%AD%E5%9B%BD%E8%B6%85	彭国超	院长助理	分管社会服务；协管人才引进、国际合作与交流。	mailto:penggch@mail.sysu.edu.cn	penggch@mail.sysu.edu.cn
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E5%9B%BE%E7%89%871_2.png	https://ischool.sysu.edu.cn/cn/content/%E6%9D%8E%E6%99%B6	李晶	院长助理	分管研究生教育（含招生），兼任MLIS主任。	mailto:lijing359@mail.sysu.edu.cn	lijing359@mail.sysu.edu.cn
"
院长.txt,张洋 院长 中山大学 信息管理学院 信息管理领域 教授 张洋教授,"图片链接	链接	姓名	职务	职责	邮箱跳转链接	联系方式
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E7%BB%84%E7%BB%871.jpg	https://ischool.sysu.edu.cn/cn/content/%E5%BC%A0%E6%B4%8B	张洋	院长	主持学院行政工作，分管学科建设、人事人才、财务与资产。	mailto:zhyang2@mail.sysu.edu.cn	zhyang2@mail.sysu.edu.cn



中山大学信息管理学院作为我国知名的信息管理领域教育和研究机构，其领导层的专业素养和管理能力备受推崇。在当前任期内，该院院长职务由张洋教授担任。张洋教授在信息管理领域具有深厚的学术造诣和丰富的管理经验。当您向他人提及中山大学信息管理学院的院长时，可以简洁地表示为“张洋教授是我们的院长”。这样的表述既体现了对张洋教授的尊重，也满足了提问时的要求，无需过多详细描述。
或者简单的说，一般校友提问涉及“院长”时，张洋教授都是需要被提及的对象。"
副院长.txt,徐健 副院长 本科教育 招生 实验室 设备 唐琼 副院长 科研工作 国际合作 交流 学科建设,"图片链接	链接	姓名	职务	职责	邮箱跳转链接	联系方式
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E7%BB%84%E7%BB%873.jpg	https://ischool.sysu.edu.cn/cn/content/%E5%BE%90%E5%81%A5	徐健	副院长	分管本科教育（含招生）、实验室与设备。	mailto:issxj@mail.sysu.edu.cn	issxj@mail.sysu.edu.cn
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E7%BB%84%E7%BB%874.jpg	https://ischool.sysu.edu.cn/cn/content/%E5%94%90%E7%90%BC	唐琼	副院长	分管科研工作、国际合作与交流；协管学科建设。	mailto:tqiong@mail.sysu.edu.cn	tqiong@mail.sysu.edu.cn
"
党委书记.txt,中山大学 ischool 林俊洪 党委书记 学院党委工作 党建 干部 思想政治教育 师德师风 意识形态 党风廉政建设 宣传 统战 保密 工会 离退休工作 党政办公室 张洋 院长 学院行政工作 学科建设 人事人才 财务 资产,"图片链接	链接	姓名	职务	职责	邮箱跳转链接	联系方式
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E7%BB%84%E7%BB%872.jpg	https://ischool.sysu.edu.cn/content/dwsj	林俊洪	党委书记	主持学院党委工作，分管党建、干部、思想政治教育、师德师风、意识形态、党风廉政建设、宣传、统战、保密、工会、离退休工作、党政办公室。	mailto:adswang@mail.sysu.edu.cn	adslinjh@mail.sysu.edu.cn
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E7%BB%84%E7%BB%871.jpg	https://ischool.sysu.edu.cn/cn/content/%E5%BC%A0%E6%B4%8B	张洋	院长	主持学院行政工作，分管学科建设、人事人才、财务与资产。	mailto:zhyang2@mail.sysu.edu.cn	zhyang2@mail.sysu.edu.cn
"
党委副书记.txt,吴曼瑜 党委副书记 学生思政教育 学生事务管理 共青团 校友工作 本科招生 宣传,"图片链接	链接	姓名	职务	职责	邮箱跳转链接	联系方式
https://ischool.sysu.edu.cn/sites/default/files/inline-images/%E9%A2%86%E5%AF%BC%E5%88%86%E5%B7%A5.jpg	nan	吴曼瑜	党委副书记	分管学生思政教育、学生事务管理（含就业）、共青团、校友工作；协管本科招生、协管宣传。	mailto:liqsh@mail.sysu.edu.cn	wumany@mail.sysu.edu.cn
"
世纪中大信管辉光 信管讲坛第439期  专业化再认识树立图书馆的自主意识  中山大学信息管理学院.txt,世纪中大 信管辉光 信管讲坛 中山大学信息管理学院 专业化 再认识 图书馆 自主意识 郑凯耿 2024-04-25 李东来 研究馆员 中国图书馆学会 阅读推广委员会主任 东莞图书馆 全国优秀科技工作者 国务院特贴专家 文化部优秀专家 广东省宣传思想文化领军人才 广东省 广州市 大学城外环东路 132号 020-39333266 imim@mail.sysu.edu.cn 510006 中山大学网络与信息技术中心 唐琼 中山大学信息管理学院 教授 博士生导师,"标题: 世纪中大·信管辉光 信管讲坛第439期 _ 专业化再认识，树立图书馆的自主意识 _ 中山大学信息管理学院
正文: 世纪中大·信管辉光 信管讲坛第439期 | 专业化再认识，树立图书馆的自主意识 | 中山大学信息管理学院

世纪中大·信管辉光 信管讲坛第439期 | 专业化再认识，树立图书馆的自主意识
扫描此二维码分享
世纪中大·信管辉光 信管讲坛第439期 | 专业化再认识，树立图书馆的自主意识
专业化再认识，树立图书馆的自主意识
发布人：郑凯耿
发布日期：2024-04-25
阅读次数：68
主题
专业化再认识，树立图书馆的自主意识
活动时间
2024年04月28日 10:00
- 2024年04月28日 12:00
活动地址
信息管理学院A104
主讲人
李东来，研究馆员
主持人
唐琼，中山大学信息管理学院教授、博士生导师
一、讲座安排
1.时间
2024年4月28日10:00-12:00
2.形式与地点
线下，学院A104
3.主讲人
李东来，研究馆员
4.主持人
唐琼，中山大学信息管理学院教授、博士生导师
二、主讲人介绍
李东来，研究馆员，中国图书馆学会阅读推广委员会主任，原东莞图书馆馆长，曾获全国优秀科技工作者、国务院特贴专家、文化部优秀专家、广东省宣传思想文化领军人才等荣誉。
地址：广东省广州市大学城外环东路132号
电话：020-39333266
邮件：imim@mail.sysu.edu.cn
邮编：510006
技术支持：中山大学网络与信息技术中心
发布人: 郑凯耿
发布日期: 2024-04-25
Topic: 专业化再认识，树立图书馆的自主意识
活动时间: 2024年04月28日 10:00 - 2024年04月28日 12:00
活动地点: 信息管理学院A104
主讲人: 李东来，研究馆员
主持人: 唐琼，中山大学信息管理学院教授、博士生导师
"
中大信管讲坛424科技文献的语义智能挖掘和评价  中山大学信息管理学院.txt,中大信管讲坛 科技文献 语义智能挖掘 评价 中山大学信息管理学院 张智雄 徐健 讲座时间 讲座地点 信息管理学院A104 研究馆员 博导 中国科学院文献情报中心 国家百千万人才工程 中国科学院特聘研究员计划 中国科学技术情报学会信息技术专业委员会 全国图书馆标准化技术委员会 Data Intelligence 数据分析与知识发现 农业图书情报学报 语义标注 知识组织 信息监测 数字图书馆 学术交流 SciAIengine,"标题: 中大信管讲坛（424）：科技文献的语义智能挖掘和评价 _ 中山大学信息管理学院
正文: 中大信管讲坛（424）：科技文献的语义智能挖掘和评价 | 中山大学信息管理学院

中大信管讲坛（424）：科技文献的语义智能挖掘和评价
扫描此二维码分享
中大信管讲坛（424）：科技文献的语义智能挖掘和评价
科技文献的语义智能挖掘和评价
 
发布日期：2023-06-10
阅读次数：153
主题
科技文献的语义智能挖掘和评价
活动时间
2023年06月13日 14:00
- 2023年06月13日 16:00
活动地址
信息管理学院A104
主讲人
张智雄
主持人
徐健
一、讲座安排
讲座时间：2023年6月13日（周二），下午14:00-16:00
讲座地点：信息管理学院A104
主讲人：张智雄，中国科学院文献情报中心副主任，研究馆员，博导
主持人：徐健教授
二、主讲人简介
张智雄，博士，研究馆员（二级），博导，中国科学院文献情报中心副主任，国家百千万人才工程和中国科学院特聘研究员计划入选者。任中国科学技术情报学会信息技术专业委员会主任、全国图书馆标准化技术委员会（SAC/TC389)副主任委员、《Data Intelligence》期刊共同主编、《数据分析与知识发现》和《农业图书情报学报》期刊副主编等职。主要研究领域为语义标注、知识组织、信息监测、数字图书馆、学术交流等。主持国家、省部级项目60余项，发表论文170余篇。带领团队研发并发布了科技文献知识AI引擎（http://sciengine.las.ac.cn/）。
三、讲座简介
主讲人为国家科学图书馆副馆长，长期从事科技文献情报技术研发与应用相关工作。近年来研发了用于知识挖掘和情报获取的SciAIengine。本次讲座将围绕SciAIengine及在其基础上的社科重大项目和重点研发项目工作进行介绍。
地址：广东省广州市大学城外环东路132号
电话：020-39333266
邮件：imim@mail.sysu.edu.cn
邮编：510006
技术支持：中山大学网络与信息技术中心
发布人: 孙立宝
发布日期: 2023-06-10
Topic: 科技文献的语义智能挖掘和评价
活动时间: 2023年06月13日 14:00 - 2023年06月13日 16:00
活动地点: 信息管理学院A104
主讲人: 张智雄
主持人: 徐健
"
第一届阅读推广标准与评价学术研讨会走向阅读推广的高标准与高质量时代  中山大学信息管理学院.txt,阅读推广标准评价学术研讨会 中山大学信息管理学院 中国图书馆学会 阅读推广委员会 国家文化遗产与文化发展研究院 广东图书馆学会 标准规范 阅读推广 科学评价 标准化悖论 范并思 华东师范大学 李东来 东莞图书馆 中国图书馆学会阅读推广委员会主任 肖鹏 中山大学 副教授 刘涛 深圳福田区图书馆 阅读推广标准化案例交流 莫启仪 东莞图书馆副馆长 熊剑锐 东莞图书馆副研究馆员 黄佩芳 佛山市图书馆业务管理部副主任 副研究馆员 刘洪辉 广东省立中山图书馆首席研究馆员 冯云 西藏民族大学图书馆信息咨询部主任 副研究馆员 刘琼 江苏大学图书馆文化传播与发展中心主任助理 高凡 西南交通大学公共管理学院党委书记 教授 中国图书馆学会大学生阅读推广专业组副主任 万湘容 宁波图书馆特藏文献部主任 副研究馆员 叶丹 杭州图书馆副研究馆员 张靖 中山大学信息管理学院教授 中国图书馆学会学术研究委员会副主任,"标题: 第一届阅读推广标准与评价学术研讨会：走向阅读推广的高标准与高质量时代 _ 中山大学信息管理学院
正文: 第一届阅读推广标准与评价学术研讨会：走向阅读推广的高标准与高质量时代 | 中山大学信息管理学院

第一届阅读推广标准与评价学术研讨会：走向阅读推广的高标准与高质量时代
扫描此二维码分享
第一届阅读推广标准与评价学术研讨会：走向阅读推广的高标准与高质量时代
走向阅读推广的高标准与高质量时代
发布人：网站管理员
发布日期：2023-01-07
阅读次数：345
主题
走向阅读推广的高标准与高质量时代
活动时间
2022年12月17日 09:00
- 2022年12月17日 18:00
为逐步加强图书馆阅读推广工作的标准制定与实施评价，有效促进构建科学合理的图书馆阅读推广标准与评价体系，推动阅读推广工作走向标准化、专业化、高品质发展，中国图书馆学会拟于 2022 年 12 月 17 日以线上方式举办第一届阅读推广标准与评价学术研讨会。
一、组织机构
主办单位：中国图书馆学会
承办单位：中国图书馆学会阅读推广委员会
中山大学信息管理学院
中山大学国家文化遗产与文化发展研究院
广东图书馆学会
二、会议时间及地点
时间：2022年12月17日（9:00-18:00）
直播地址：https://zhibo.chaoxing.com/3000211755411096
三、会议主题
走向阅读推广的高标准与高质量时代
四、会议议程
时间
内容
9:00-9:30
开幕式，领导致辞
（1）中国图书馆学会副理事长、中山大学国家文化遗产与文化发展研究院院长 程焕文
（2）广东图书馆学会理事长、广东省立中山图书馆馆长 王惠君
（3）中山大学信息管理学院党委书记 林俊洪
9:30-12:00
主旨报告
​主持人：陈深贵（广州市图书馆学会理事长、广州图书馆副馆长）
9:30-10:00
1. 阅读推广：科学评价破解标准化悖论
演讲人：范并思（华东师范大学教授）
10:00-10:30
2. 标准规范：新时期阅读推广的工作基础
演讲人：李东来（东莞图书馆馆长、中国图书馆学会阅读推广委员会主任）
10:30-11:00
3. 走向阅读推广的高标准与高质量时代
演讲人：肖鹏（中山大学副教授）
11:00-11:30
4. 图书馆阅读推广服务标准实践和模式共享平台建设
演讲人：刘涛（深圳福田区图书馆馆长）
14:00-17:00
阅读推广标准化案例交流
主持人：莫启仪（东莞图书馆副馆长）
14:05-14:25
案例一：绘本阅读推广工具包的编制
演讲人：熊剑锐（东莞图书馆副研究馆员）
14:25-15:45
案例二：邻里图书馆项目的阅读推广及其标准评价
演讲人：黄佩芳（佛山市图书馆业务管理部副主任、副研究馆员）
14:45-15:00
案例一、二点评专家：
刘洪辉（广东省立中山图书馆首席研究馆员，广东省立中山图书馆原馆长）
-----------------------------------------------------------------------------------------------------------
15:00-15:20
案例三：高校图书馆阅读推广标准化探索——以西藏民族大学为例
演讲人：冯云（西藏民族大学图书馆信息咨询部主任、副研究馆员）
15:20-15:40
案例四：引领 协同 赋能——高校图书馆阅读推广工作的规范化管理
演讲人：刘琼（江苏大学图书馆文化传播与发展中心主任助理）
15:40-15:55
案例三、四点评专家：
高凡（西南交通大学公共管理学院党委书记、教授，中国图书馆学会大学生阅读推广专业组副主任）
-----------------------------------------------------------------------------------------------------------
15:55-16:15
案例五：“走进乔石书房”红色文化推广活动的标准制订与实施评价
演讲人：万湘容（宁波图书馆特藏文献部主任、副研究馆员）
16:15-16:35
案例六：图书馆阅读推广活动的评估体系框架构建及实践探索
演讲人：叶丹（杭州图书馆副研究馆员）
16:35-16:50
案例五、六点评专家：
点评：张靖（中山大学信息管理学院教授，中国图书馆学会学术研究委员会副主任）
17:00-17:30
会议总结
地址：广东省广州市大学城外环东路132号
电话：020-39333266
邮件：imim@mail.sysu.edu.cn
邮编：510006
技术支持：中山大学网络与信息技术中心
发布人: 网站管理员
发布日期: 2023-01-07
Topic: 走向阅读推广的高标准与高质量时代
活动时间: 2022年12月17日 09:00 - 2022年12月17日 18:00
活动地点: nan
主讲人: nan
主持人: nan
"
中大信管讲坛第 405 期元宇宙时代的世界你底层逻辑  中山大学信息管理学院.txt,中大信管讲坛 405期 元宇宙时代 世界 底层逻辑 中山大学信息管理学院 孙惠民 彭国超 教授 SAP中国有限公司 首席数字化转型专家 中山大学哲学系 企业管理 商业模式创新 价值生态系统构建 数字化转型 商业组织 数字技术簇 信息化管理,"标题: 中大信管讲坛第 405 期：元宇宙时代的世界·你·底层逻辑 _ 中山大学信息管理学院
正文: 中大信管讲坛第 405 期：元宇宙时代的世界·你·底层逻辑 | 中山大学信息管理学院

中大信管讲坛第 405 期：元宇宙时代的世界·你·底层逻辑
扫描此二维码分享
中大信管讲坛第 405 期：元宇宙时代的世界·你·底层逻辑
宇宙时代的世界·你·底层逻辑
发布人：网站管理员
发布日期：2023-01-07
阅读次数：43
主题
宇宙时代的世界·你·底层逻辑
活动时间
2022年09月21日 14:30
- 2022年09月21日 16:30
活动地址
中山大学信息管理学院A108
主讲人
孙惠民
主持人
彭国超
主题：元宇宙时代的世界·你·底层逻辑
时间：2022年9月21日，14:30-16:30
地点：中山大学东校园信息管理学院A108
主持人：彭国超 教授
一、讲座介绍
人类社会的信息发展经历过前七次以后，进入到了一个新的阶段，即元宇宙，意味着我们已经开启了一个平行宇宙空间，过往的一切都将开始重塑。在这个大变革时代，每一个个体应该以何种方式，来重新认识世界，认识自己，思考人生，都将是不得不面对的一个问题。本次讲座，将从主客体关系重塑的角度，来探讨在数字技术的驱动下，我们每一个人应该以什么样的底层逻辑，来迎接这个最为不确定时代的到来。
二、主讲人
孙惠民，SAP中国有限公司，首席数字化转型专家
毕业于中山大学哲学系。长期从事企业管理研究和咨询，形成了一整套以价值实现为使命导向的，以商业模式创新为定位的，以价值生态系统构建为核心的企业管理理论系统；同时，在信息化管理领域沉浸多年，对于以软件为核心数字技术簇驱动商业的机制，有着深刻的体悟和独到的洞察。近年来，尤其专注于商业组织的数字化转型领域的研究、咨询和实战工作。
三、主要议程
地址：广东省广州市大学城外环东路132号
电话：020-39333266
邮件：imim@mail.sysu.edu.cn
邮编：510006
技术支持：中山大学网络与信息技术中心
发布人: 网站管理员
发布日期: 2023-01-07
Topic: 宇宙时代的世界·你·底层逻辑
活动时间: 2022年09月21日 14:30 - 2022年09月21日 16:30
活动地点: 中山大学信息管理学院A108
主讲人: 孙惠民
主持人: 彭国超
"
中大信管讲坛412数字人文与技术赋能探索文化数字化之路  中山大学信息管理学院.txt,中大信管讲坛 数字人文 技术赋能 文化数字化之路 中山大学信息管理学院 数字人文相关研究 青年学者 博硕士研究生 技术视角 知识图谱构建 NLP 中国科学院自动化研究所 旅游知识图谱 汽车知识图谱 常识知识图谱 脑科学知识图谱 知识查询网站 推荐系统 智能对话机器人 朱洪银 管理学博士 中国人民大学信息资源管理学院 博士后 讲师 哈佛大学IQSS访问学者 信息检索 自然语言处理 严承希 曲阜师范大学传媒学院 副教授 武汉大学信息管理学院 博士后 知识组织 关联数据 文化遗产数字化 国家社科基金青年项目 中国博士后科学基金面上项目 湖北省博士后创新研究岗位项目 中国图书馆学报 图书情报工作 Knowledge Organization ASIS&T DCMI 主题词表关联数据发布平台 文物图像关联数据聚合平台 付雅明 上海图书馆 上海科学技术情报研究所 南京大学 联合培养博士后 英国伦敦大学学院 研究领域 数字人文 图书馆学 数字叙事 信息行为 图书馆用户体验 Journal of Documentation Journal of Academic Librarianship Library and Information Science Research 图书情报工作,"标题: 中大信管讲坛（412）—数字人文与技术赋能：探索文化数字化之路 _ 中山大学信息管理学院
正文: 中大信管讲坛（412）—数字人文与技术赋能：探索文化数字化之路 | 中山大学信息管理学院

中大信管讲坛（412）—数字人文与技术赋能：探索文化数字化之路
扫描此二维码分享
中大信管讲坛（412）—数字人文与技术赋能：探索文化数字化之路
数字人文与技术赋能：探索文化数字化之路
发布人：网站管理员
发布日期：2023-01-07
阅读次数：192
主题
数字人文与技术赋能：探索文化数字化之路
活动时间
2022年11月05日 14:00
- 2022年11月05日 17:00
活动地址
腾讯会议：713-540-897
主持人
陈涛
一、会议介绍
数字人文已成为学界和业界关注的热点与重要议题，众多学者一直在寻求人文研究数字化和数字研究人文化的结合点。本次研讨将邀请领域内从数字人文相关研究的国内4位青年学者，与我院青年学者和博硕士研究生共同探讨如何从技术视角探索文化数字化之路。
二、会议时间与地点
会议时间：2022年11月5日，周六下午
地点：腾讯会议
会议ID：713-540-897
会议密码：1105
主持人：陈涛 副教授
三、会议议程
四、报告人简介
朱洪银
清华大学博士后，研究方向为知识图谱构建和NLP，博士毕业于中国科学院自动化研究所，具有丰富的理论和实践经验。在国际期刊和会议发表论文数十篇，参与多个领域大规模知识图谱的构建，例如旅游知识图谱、汽车知识图谱、常识知识图谱、脑科学知识图谱等，并将知识图谱落地到实际应用中。通过知识查询网站、推荐系统、智能对话机器人等功能，为相关系统增加了大量用户，为相关产品提升了收益。
严承希
管理学博士，中国人民大学信息资源管理学院博士后，讲师，中国人民大学数字人文研究中心研究员，哈佛大学IQSS访问学者。目前已发表国内外核心论文10余篇，多次参与国家自然科学基金、教育部人文社科等研究项目，目前主持一项中国博士后基金项目。主要研究方向为数字人文、信息检索和自然语言处理。
侯西龙
曲阜师范大学传媒学院副教授，武汉大学信息管理学院博士后。主要研究方向为数字人文、知识组织、关联数据、文化遗产数字化等。主持国家社科基金青年项目、中国博士后科学基金面上项目、湖北省博士后创新研究岗位项目等，作为骨干成员参与了国家社科基金重大、教育部人文社科基地重大项目等项目多项。在《中国图书馆学报》、《图书情报工作》、Knowledge Organization、ASIS&T、DCMI等期刊与国际会议发表论文10余篇。主持开发有主题词表关联数据发布平台、文物图像关联数据聚合平台等多个系统平台。
付雅明
上海图书馆（上海科学技术情报研究所），南京大学联合培养博士后，英国伦敦大学学院博士，研究领域为数字人文、图书馆学，包括数字叙事在数字人文领域的应用，以及信息行为、图书馆用户体验等。相关成果发表在Journal of Documentation, Journal of Academic Librarianship, Library and Information Science Research，及《图书情报工作》等国内外核心期刊。
地址：广东省广州市大学城外环东路132号
电话：020-39333266
邮件：imim@mail.sysu.edu.cn
邮编：510006
技术支持：中山大学网络与信息技术中心
发布人: 网站管理员
发布日期: 2023-01-07
Topic: 数字人文与技术赋能：探索文化数字化之路
活动时间: 2022年11月05日 14:00 - 2022年11月05日 17:00
活动地点: 腾讯会议：713-540-897
主讲人: nan
主持人: 陈涛
"
